rho,seed,steps,k_opt_mean,k_opt_var,sigma_min_Ag,slack_max,slack_mean,total_cost,ISE,IAE,mean_solve_time_ms,npz_path
0.2,1,200,84.2,9538.360000000004,4.435954251244024e-07,0.021185890684949034,0.000601157654576951,0.03807485168400203,9.615033711437898e-06,1.1750569474685728e-05,200.37983549860655,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.2_gmin1e-06_seed001.npz
0.2,2,200,85.5,9759.75,2.3862975566165256e-07,0.006422055509090228,0.0003507535376222726,0.04471095067166172,1.0304116994517096e-05,1.2498292345460544e-05,209.9994070008688,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.2_gmin1e-06_seed002.npz
0.2,3,200,85.5,9759.75,2.533197738777391e-07,0.049502058367251044,0.000762281614586472,0.04020169855778798,9.802981200248903e-06,1.21364176109943e-05,227.8443704995152,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.2_gmin1e-06_seed003.npz
0.2,4,200,81.6,9085.44,5.096357275190108e-07,0.028018281165859336,0.0004961613529253234,0.03599362015784974,9.287303329264171e-06,1.1503546249151953e-05,204.56431349972263,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.2_gmin1e-06_seed004.npz
0.3,0,200,123.2,14709.76,2.6156425516997616e-07,0.02521009527405586,0.0004564335143839939,0.05449814776729864,1.1493287319427481e-05,1.3345068945561927e-05,300.5767589996685,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.3_gmin1e-06_seed000.npz
0.3,1,200,110.2,13323.96,4.435954251244024e-07,0.006388387346176343,0.00034751009711635016,0.037808732276360155,9.416394346236503e-06,1.150956248904243e-05,241.43254049879033,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.3_gmin1e-06_seed001.npz
0.3,2,200,112.8,13628.159999999998,2.3862975566165256e-07,0.009019257511220607,0.0003441471428013399,0.0436457157482918,9.829805271333227e-06,1.1877084220492256e-05,275.88488399938797,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.3_gmin1e-06_seed002.npz
0.3,3,200,121.9,14586.389999999998,2.533197738777391e-07,0.0065588309552182715,0.00034379698791008024,0.034082695702887474,8.47828303435876e-06,1.043705838684766e-05,295.44048049952835,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.3_gmin1e-06_seed003.npz
0.3,4,200,114.1,13775.19,5.096357275190108e-07,0.007292834734478844,0.0003523800144130025,0.03564495990752368,9.061041668861863e-06,1.118720166559032e-05,245.51628849992994,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.3_gmin1e-06_seed004.npz
0.4,0,200,112.8,13628.159999999998,2.6156425516997616e-07,0.028977621839978634,0.0006075764707067858,0.0777284062340027,1.5242743323778918e-05,1.7251434729964078e-05,340.08282400056487,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.4_gmin1e-06_seed000.npz
0.4,1,200,154.4,16656.639999999996,4.435954251244024e-07,0.0029738679385436758,0.00027487090500370634,0.029676079032984654,7.308631788156504e-06,8.937431276752698e-06,376.46524999989197,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.4_gmin1e-06_seed001.npz
0.4,2,200,158.3,16763.11,2.3862975566165256e-07,0.03782910469123142,0.000526764991855203,0.042162479566439995,9.203620512600591e-06,1.1056311947667327e-05,445.5565125007706,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.4_gmin1e-06_seed002.npz
0.4,3,200,184.3,16695.509999999995,2.533197738777391e-07,0.034445101300704384,0.0007427706148177524,0.029762322279401805,6.4551102259502155e-06,7.835331176899157e-06,541.4181289990665,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.4_gmin1e-06_seed003.npz
0.4,4,200,112.8,13628.159999999996,5.096357275190108e-07,0.06848791620422164,0.0007303493063511887,0.040512737970751625,9.949517532128754e-06,1.1998109854975203e-05,271.71177850017557,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.4_gmin1e-06_seed004.npz
0.5,0,200,164.8,16872.960000000003,2.6156425516997616e-07,0.05614240577747993,0.0007904743892521198,0.03430084992660249,8.097698926267714e-06,9.808307494000084e-06,390.414990499994,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.5_gmin1e-06_seed000.npz
0.5,1,200,183.0,16731.0,4.435954251244024e-07,0.018933576141997845,0.0003729004017388568,0.029803467678043226,7.147002469182102e-06,8.719246775930219e-06,417.84971250002855,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.5_gmin1e-06_seed001.npz
0.5,2,200,175.2,16872.960000000006,2.3862975566165256e-07,0.007435009536739805,0.0003731341335276074,0.040659709052707854,8.663883213565445e-06,1.037785854027371e-05,501.1215205010376,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.5_gmin1e-06_seed002.npz
0.5,3,200,176.5,16857.75,2.533197738777391e-07,0.007406183469549196,0.00037786381342796364,0.030988198293859962,7.269197549436003e-06,9.023117035045975e-06,422.010591001017,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.5_gmin1e-06_seed003.npz
0.5,4,200,138.8,15926.56,5.096357275190108e-07,0.004964009006936712,0.0002902729867836594,0.03979895442403391,9.547096189281257e-06,1.1478031823314428e-05,305.14654600046924,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.5_gmin1e-06_seed004.npz
0.6,0,200,250.6,10403.639999999996,2.6156425516997616e-07,0.0012062279513124544,0.00014368102958077486,0.031431507329054885,5.852725066353275e-06,6.597368291996733e-06,1076.7664245021297,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.6_gmin1e-06_seed000.npz
0.6,1,200,254.5,9759.75,4.435954251244024e-07,0.0033075958047221097,0.00016157744883631877,0.024566352044547934,4.769569416317838e-06,5.460309920491132e-06,1076.3127704994986,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.6_gmin1e-06_seed001.npz
0.6,2,200,242.8,11600.16,2.3862975566165256e-07,0.005698188003966077,0.00022318116930443194,0.02891517938112944,5.28313398271802e-06,6.101664040533874e-06,1101.15589750043,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.6_gmin1e-06_seed002.npz
0.6,3,200,214.2,14946.36,2.533197738777391e-07,0.0026609756391643563,0.00024197788887205866,0.02950011495538922,6.703077627092816e-06,8.271778184496082e-06,609.3211985001108,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.6_gmin1e-06_seed003.npz
0.6,4,200,251.9,10192.389999999996,5.096357275190108e-07,0.004037410957081319,0.00015253691418611436,0.032189604285799096,5.875550147504128e-06,6.533751840387904e-06,1229.8038314997393,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.6_gmin1e-06_seed004.npz
0.7,0,200,257.1,9313.59,2.6156425516997616e-07,0.0033547227828794,0.00016206806682060628,0.026896658283790634,5.159433138652847e-06,5.892717984085609e-06,1121.2500605004607,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.7_gmin1e-06_seed000.npz
0.7,1,200,253.2,9977.759999999998,4.435954251244024e-07,0.0033137335760315316,0.00017522209028360234,0.023803817052097956,4.786230987321637e-06,5.586341267518697e-06,1061.2203890011006,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.7_gmin1e-06_seed001.npz
0.7,2,200,271.4,6618.039999999999,2.3862975566165256e-07,0.002726064342760958,0.00016062889720753129,0.026099634575163677,4.560366028086351e-06,5.2049848699109875e-06,1252.1535885012418,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.7_gmin1e-06_seed002.npz
0.7,3,200,263.6,8139.039999999999,2.533197738777391e-07,0.0026609756391643563,0.0001518556273554155,0.02653850269688844,4.667282736908724e-06,5.3761598066231126e-06,1174.0875520001282,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.7_gmin1e-06_seed003.npz
0.7,4,200,258.4,9085.44,2.3182346488111765e-07,0.0070981451352215025,0.00019732446695623973,0.02758034210810118,5.2463414652139445e-06,5.877765101087584e-06,1173.1974500007345,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.7_gmin1e-06_seed004.npz
0.8,0,200,261.0,8619.0,2.6156425516997616e-07,0.002840695691375408,0.00015044738212894747,0.03031567766888793,5.678617420904943e-06,6.378512711332265e-06,1159.8296324996045,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.8_gmin1e-06_seed000.npz
0.8,1,200,268.8,7138.560000000001,4.435954251244024e-07,0.0013825249767178687,0.00012914491331492188,0.023173390025893623,4.3082405736199834e-06,4.9320151349466e-06,1203.9941069988708,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.8_gmin1e-06_seed001.npz
0.8,2,200,275.3,5811.909999999999,2.3862975566165256e-07,0.0012496478598257666,0.00013827863212752232,0.02400698853487946,4.210064439104328e-06,4.854104888374734e-06,1238.2815185007348,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.8_gmin1e-06_seed002.npz
0.8,3,200,270.1,6879.99,2.533197738777391e-07,0.0026609756391643563,0.0001607341907088556,0.026065387782679007,4.578860248190126e-06,5.297236273648116e-06,1156.797880501108,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.8_gmin1e-06_seed003.npz
0.8,4,200,267.5,7393.75,2.3182346488111765e-07,0.0031263674067166063,0.00015049246564114224,0.026800712533940167,4.988391114722651e-06,5.621020171598948e-06,1181.3130569996429,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.8_gmin1e-06_seed004.npz
0.9,0,200,276.6,5536.44,2.6156425516997616e-07,0.0031566505483912894,0.000156460026984904,0.023376567345890664,4.30706846397918e-06,4.931072404172812e-06,1235.5523529993661,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.9_gmin1e-06_seed000.npz
0.9,1,200,274.0,6084.0,4.435954251244024e-07,0.001749954942254061,0.00014343224506399916,0.024958594157385373,4.667264532027494e-06,5.283089254644868e-06,1238.890643499035,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.9_gmin1e-06_seed001.npz
0.9,2,200,277.9,5257.59,2.3862975566165256e-07,0.0008896742562338387,0.00012934596056848278,0.02390659800396999,4.197054692781135e-06,4.8245084895752894e-06,1194.7892450002837,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.9_gmin1e-06_seed002.npz
0.9,3,200,270.1,6879.99,2.533197738777391e-07,0.0026609756391643563,0.0001642034942614099,0.02606369608538327,4.571843486142076e-06,5.284676643259903e-06,1176.927563999343,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.9_gmin1e-06_seed003.npz
0.9,4,200,270.1,6879.99,2.3182346488111765e-07,0.0013659887958523244,0.00013881525422592688,0.023863488968340976,4.441344148567995e-06,4.985483125710464e-06,1239.4579584999883,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho0.9_gmin1e-06_seed004.npz
1.0,0,200,268.8,7138.560000000001,2.6156425516997616e-07,0.0017196879802090696,0.00013861649401967368,0.023512232067478732,4.409713770958246e-06,5.059584705233143e-06,1217.619909500645,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho1_gmin1e-06_seed000.npz
1.0,1,200,270.1,6879.990000000002,4.435954251244024e-07,0.0009907940221851042,0.00013368059169040965,0.02315612152221411,4.369584745259328e-06,4.979782915678248e-06,1234.275799501047,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho1_gmin1e-06_seed001.npz
1.0,2,200,271.4,6618.039999999999,2.3862975566165256e-07,0.004975888652679696,0.0001734959544024012,0.024145046122984314,4.422730542929864e-06,5.101151865430461e-06,1128.2680124997569,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho1_gmin1e-06_seed002.npz
1.0,3,200,277.9,5257.590000000001,2.533197738777391e-07,0.0026609756391643563,0.00015100161883699489,0.025914588979863245,4.668024407095758e-06,5.415437567014191e-06,1215.4320965004445,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho1_gmin1e-06_seed003.npz
1.0,4,200,270.1,6879.9900000000025,2.3182346488111765e-07,0.0007683294743415191,0.00013596519398550639,0.024069170693601802,4.540715703083972e-06,5.1365105583008655e-06,1188.7699499998416,logs/reacher_adaptive_k_rho_sweep_3\run_Kmin40_Kmax300_Kstep1_rho1_gmin1e-06_seed004.npz
