K,seed,rmse,cost,ISE,IAE,solve_mean,solve_var,solve_p95,sigma_mk_mean,sigma_mk_var,sigma_mk_min,sigma_mk_p10,slack_mean,slack_var,slack_max,K_opt_mean,K_opt_var,K_opt_min,K_opt_max,solver_opt_rate,solver_nonopt_count
510,4,0.12859340200094854,0.26521368179451593,5.134634000759606e-05,6.371715920936597e-05,85.08307400275953,119.64363775324416,105.16661490546538,0.5159749373369888,8.212915125956839e-05,0.48503593766674474,0.50465274852288,0.00012889302599792472,1.7253950012335098e-09,0.0002693915863916512,510.0,0.0,510.0,510.0,1.0,0.0
560,0,0.12947803703752586,0.26879211840997336,5.171433831610605e-05,6.448236551060579e-05,82.49993625329807,78.83128354644082,91.74175510415806,0.558532062995355,4.741784891004506e-05,0.5184817163670423,0.5520766034147243,0.00012644236496528352,8.542439745997066e-10,0.0002381795430317127,560.0,0.0,560.0,560.0,1.0,0.0
560,1,0.12727386096926388,0.25962232364302595,5.083484108259197e-05,6.348624327358069e-05,82.72078625042923,97.63548280926926,96.41626499360427,0.5653020342504714,5.235579140557276e-05,0.5228032010824922,0.5603014202877581,0.0001374637427411575,3.995276873155972e-10,0.00019729227067727788,560.0,0.0,560.0,560.0,1.0,0.0
560,2,0.12962811727450801,0.26953012300446244,5.1757134194369354e-05,6.458469082211074e-05,87.1446920040762,154.47450219147234,103.822020010557,0.5583928610581573,4.812185203604912e-05,0.5173768611675978,0.5519290527726337,0.0001250676606368667,9.277214354293025e-10,0.00028551161494886983,560.0,0.0,560.0,560.0,1.0,0.0
560,3,0.12976692531711814,0.27016208839641415,5.179577018751635e-05,6.463964212196696e-05,85.83109950937796,140.71201842190922,98.69782015448436,0.5585235273631475,5.3661677749176314e-05,0.5163661901332977,0.5505847605115357,0.000125854999538445,8.423308714052383e-10,0.00025761924655340345,560.0,0.0,560.0,560.0,1.0,0.0
560,4,0.12929680715058978,0.267917534788305,5.166342807498113e-05,6.433963240222955e-05,85.51922424987424,101.79386595235967,96.8294250895269,0.5582976567814181,4.242543747015892e-05,0.5148371241685278,0.5517353743218263,0.00012379856201514403,8.299527966439326e-10,0.0002234906046836799,560.0,0.0,560.0,560.0,1.0,0.0
610,0,0.12962335832930483,0.26932441740543794,5.176893558754677e-05,6.447706136777113e-05,78.5428522597067,47.386511305176036,83.54178990703076,0.5919895966790828,4.132518017699643e-05,0.5426223188540875,0.5898579938880186,0.00010121027164061869,3.8009744717299324e-10,0.00023434421425084533,610.0,0.0,610.0,610.0,1.0,0.0
610,1,0.12941483827677777,0.2683392231064624,5.1693602762007836e-05,6.409198384592867e-05,83.39343749568798,134.02100818190627,99.63540505850688,0.5944663160780965,4.338950015984918e-05,0.5503996164032249,0.5905214180720655,0.00012037911847286899,8.223251094121316e-10,0.00021050536273003925,610.0,0.0,610.0,610.0,1.0,0.0
610,2,0.13007791646110314,0.27130226839951277,5.1926804787358036e-05,6.442322807619566e-05,83.22081274876837,95.11967260107434,95.42977006640285,0.596520844923591,7.635594593009913e-05,0.5377820814968197,0.5957093249510683,0.0001258742160812728,3.4133287313820957e-10,0.0002512608801502047,610.0,0.0,610.0,610.0,1.0,0.0
610,3,0.13003413252036655,0.2711482737602734,5.1891910339037586e-05,6.447276874415105e-05,82.1379402547609,63.31077446029813,92.13916498702018,0.594895979629657,6.390719015840192e-05,0.5429122855553716,0.5920058993948745,0.00011800085823458222,1.0091865634230517e-09,0.00025794888908620904,610.0,0.0,610.0,610.0,1.0,0.0
610,4,0.12937664196635304,0.26818080278469075,5.168996653751057e-05,6.433395065990524e-05,79.77324574661907,53.66559493481828,85.187669924926,0.5920918125372405,3.480831410442386e-05,0.5547100457250317,0.5893507853130824,9.926300681223479e-05,3.0057299027744037e-10,0.00021513784487439463,610.0,0.0,610.0,610.0,1.0,0.0
660,0,0.12784273847518596,0.2620639979529733,5.097237327337042e-05,6.249277865987612e-05,66.31578999920748,86.2519549647531,78.0253250268288,0.599427126847447,0.0002579925591355289,0.5522829401658222,0.5767159811815764,0.0001055458519217689,7.70053607882902e-10,0.00017270612909433658,660.0,0.0,660.0,660.0,1.0,0.0
660,1,0.130079636515345,0.2711400903218184,5.195492262760132e-05,6.411821247081694e-05,71.95523225003853,99.14179608591614,86.9749400881119,0.6109174019607955,6.889594651445202e-05,0.5843843929745239,0.5990131471116881,0.00011385406052440858,5.470040475720509e-10,0.00023683477087256766,660.0,0.0,660.0,660.0,1.0,0.0
660,2,0.1310271829523801,0.2752668598108296,5.230016999359117e-05,6.396846885396948e-05,72.73268374963664,105.21624623520009,85.71781010832636,0.6073426215510055,0.00010289798037966834,0.5737315247554571,0.5941019513632607,0.00011515892449553604,7.315796446957776e-10,0.00023278086756326686,660.0,0.0,660.0,660.0,1.0,0.0
660,3,0.1309238202347079,0.2749072732556856,5.224475233301303e-05,6.402571248511321e-05,71.49976275162771,123.41719721985046,84.03419012902303,0.6069997402215112,0.00012116390842760776,0.572388829736497,0.5922758189648561,0.00011288133395134216,8.202883557297095e-10,0.00022515222880405657,660.0,0.0,660.0,660.0,1.0,0.0
660,4,0.12980633680817139,0.2700220596081157,5.1843782459816895e-05,6.33620884862343e-05,70.86674899794161,160.23775194189574,80.96144995652138,0.6045405182154275,0.00013179546148630998,0.5735280634820918,0.5856910274322611,0.00011121737756472539,6.846530695974004e-10,0.00016566677422393726,660.0,0.0,660.0,660.0,1.0,0.0
710,0,0.12864768814061492,0.2653394133719798,5.130902018144304e-05,6.244776879057979e-05,62.81162050378043,60.393598622479345,72.30966511415316,0.6264960906853716,0.0002998777813971291,0.5770038200689774,0.5996910532662815,0.00010117076131488288,7.767376753725001e-10,0.0002398388319278989,710.0,0.0,710.0,710.0,1.0,0.0
710,1,0.13032343360419926,0.27214087247609203,5.204607954034e-05,6.36475029154415e-05,67.22577175183687,117.06523656101618,81.39090004842728,0.6350909997070899,9.64596297537504e-05,0.6012918659529308,0.6172457181435503,0.00010414557682894465,6.011783818984457e-10,0.00021097073635029147,710.0,0.0,710.0,710.0,1.0,0.0
710,2,0.12977750339665295,0.27006514839832807,5.1769202523223965e-05,6.318713997431254e-05,68.31714400323108,162.57436868184138,88.13978518592191,0.6297090867325026,0.00020831409426348387,0.5884581253859484,0.6044960153839666,0.0001010442167454197,7.360066333239229e-10,0.00021159068773178832,710.0,0.0,710.0,710.0,1.0,0.0
710,3,0.13062209121057033,0.2736090191088524,5.210989939276864e-05,6.36497194984007e-05,65.88138550694566,119.16864654917853,76.99398492695762,0.6323364726891549,0.00015025398587640204,0.5976574387333499,0.6108150231101209,0.00010321565993148293,7.281166198325636e-10,0.00021163320840493738,710.0,0.0,710.0,710.0,1.0,0.0
