K,seed,rmse,cost,ISE,IAE,solve_mean,solve_var,solve_p95,sigma_mk_mean,sigma_mk_var,sigma_mk_min,sigma_mk_p10,slack_mean,slack_var,slack_max,K_opt_mean,K_opt_var,K_opt_min,K_opt_max,solver_opt_rate,solver_nonopt_count
560,2,0.08559869469290637,0.06116274779201947,1.5732113945660807e-05,2.0454558054700054e-05,101.35148049914278,1546.90027237224,147.0652298419736,0.9844260255030285,0.004183929533051608,0.6078916238102404,0.9030586352847907,0.0001362910820022286,4.764586035535153e-09,0.0005227400685693993,560.0,0.0,560.0,560.0,1.0,0.0
560,3,0.08514043652324903,0.060668179261435945,1.551865706128266e-05,2.0170498842768764e-05,100.70471949875355,977.2105397456005,145.28355001239103,0.9847510309822854,0.004209110434420728,0.610071899126748,0.9062424662362358,0.00013309501195774655,4.7740171076807905e-09,0.0005645274411687209,560.0,0.0,560.0,560.0,1.0,0.0
560,4,0.09132373455436198,0.06876272441865768,1.747474460972169e-05,2.29849174702569e-05,117.27753250394017,1258.8811375927921,166.84352991869665,0.9675618485944901,0.004794943449022962,0.6073886222782902,0.8696430252305727,0.0001452070754358133,4.55109424841234e-09,0.0004711418554011673,560.0,0.0,560.0,560.0,1.0,0.0
610,0,0.09411232891243934,0.07304923038557677,1.818202750815362e-05,2.4068111327138152e-05,108.56993300025351,1030.207846080847,162.76008997811002,1.01435622764429,0.005477564462576665,0.6507849883627854,0.9093412768244689,0.0001454599410272708,4.401993676120137e-09,0.0005054730952750532,610.0,0.0,610.0,610.0,1.0,0.0
610,1,0.08191001144632182,0.05583316742962704,1.4987816492896893e-05,1.9295992075871893e-05,92.44011001079343,1180.758541108997,132.3607548139989,1.0461735080564951,0.004251005442206062,0.6046265428993522,0.9750842975731167,0.00012675978431501048,3.2692649615720114e-09,0.00044273855445075606,610.0,0.0,610.0,610.0,1.0,0.0
610,2,0.0887650783280197,0.06548203505968057,1.6692212351272788e-05,2.1809431819071068e-05,106.570737992879,1558.7884148253331,151.2723350897431,1.0297537190663797,0.0047137448735387584,0.6466350730846555,0.9488093838481795,0.00013469694718998515,4.156081163135081e-09,0.0005253663615744444,610.0,0.0,610.0,610.0,1.0,0.0
610,3,0.0882979194336653,0.06492408716531728,1.6543178905751878e-05,2.1546058191787137e-05,107.498793998966,1157.2582570861125,159.0754598961211,1.0341002937741257,0.004376207044310444,0.6438757461652311,0.95868110539168,0.000137050899367669,4.683668220247719e-09,0.0005503797152661614,610.0,0.0,610.0,610.0,1.0,0.0
610,4,0.09296605904487427,0.07113586349505072,1.790808107643357e-05,2.360609613688657e-05,112.12088449625298,1138.9728532542497,169.94944992475206,1.0141317263166376,0.006193082033162242,0.643290971241873,0.9020398962616459,0.00014522113199832954,4.2642034701159635e-09,0.0005049555503032256,610.0,0.0,610.0,610.0,1.0,0.0
660,0,0.09598235983852312,0.0758311508571989,1.8701740139971226e-05,2.4890955998085813e-05,110.0871559989173,1070.6290849766601,155.09806495392692,1.058205099275982,0.005902285995198918,0.6747195619230291,0.9618717677312291,0.00014812988298015966,3.8835899051096925e-09,0.0004945711935587746,660.0,0.0,660.0,660.0,1.0,0.0
660,1,0.08275768457046732,0.05688219482261494,1.531268236232268e-05,1.9821285251303994e-05,91.05009901104495,980.0354987426903,138.2438650354743,1.095538498030802,0.004502642789949442,0.6489125483878342,1.0176682622866302,0.00012643045234436205,3.8047265973865755e-09,0.0004919501708176478,660.0,0.0,660.0,660.0,1.0,0.0
